step	acc
0	0.2707333333333333
1	0.40696666666666664
2	0.4991833333333333
3	0.6582666666666667
4	0.5437333333333333
5	0.6674
6	0.6644
7	0.6833166666666667
8	0.7272
9	0.68985
10	0.7435333333333334
11	0.6868166666666666
12	0.76165
13	0.7097833333333333
14	0.7694
15	0.7323666666666667
16	0.7824166666666666
17	0.7494666666666666
18	0.7894
19	0.7608166666666667
20	0.7819833333333334
21	0.7650833333333333
22	0.7718833333333334
23	0.7713
24	0.7773166666666667
25	0.77915
26	0.7855166666666666
27	0.7837166666666666
28	0.7916333333333333
29	0.7893666666666667
30	0.7960833333333334
31	0.7940166666666667
32	0.7951333333333334
33	0.7986333333333333
34	0.7998666666666666
35	0.80405
36	0.8076333333333333
37	0.8097
38	0.8160333333333334
39	0.81405
40	0.82245
41	0.8198166666666666
42	0.8292666666666667
43	0.8251166666666667
44	0.8348666666666666
45	0.8303333333333334
46	0.8397333333333333
47	0.8357833333333333
48	0.8434
49	0.8401166666666666
50	0.8468333333333333
51	0.8441833333333333
52	0.8502
53	0.8476833333333333
54	0.8530833333333333
55	0.8513
56	0.8561666666666666
57	0.8553166666666666
58	0.85905
59	0.8595666666666667
60	0.8616666666666667
61	0.8631
62	0.8645833333333334
63	0.8659666666666667
64	0.8678833333333333
65	0.86965
66	0.87255
67	0.8734
68	0.8752666666666666
69	0.8785333333333334
70	0.8778166666666667
71	0.8829833333333333
72	0.8794166666666666
73	0.8860833333333333
74	0.8793666666666666
75	0.8881166666666667
76	0.8799666666666667
77	0.8906
78	0.8814666666666666
79	0.8921166666666667
80	0.8832333333333333
81	0.8939333333333334
82	0.8849333333333333
83	0.8918666666666667
84	0.8869
85	0.8937833333333334
86	0.8885333333333333
87	0.8953166666666666
88	0.8903833333333333
89	0.8961166666666667
90	0.8915333333333333
91	0.89725
92	0.8925
93	0.8984333333333333
94	0.8935333333333333
95	0.8996666666666666
96	0.8948333333333334
97	0.9006833333333333
98	0.8959
99	0.9020166666666667
100	0.8969666666666667
101	0.9029666666666667
102	0.89815
103	0.9041
104	0.8994333333333333
105	0.9051
106	0.9001833333333333
107	0.9059333333333334
108	0.90095
109	0.90675
110	0.9018833333333334
111	0.9072166666666667
112	0.9027833333333334
113	0.9083166666666667
114	0.90395
115	0.9091666666666667
116	0.9045666666666666
117	0.91
118	0.9055666666666666
119	0.9106666666666666
120	0.9063666666666667
121	0.9114
122	0.9069333333333334
123	0.9121
124	0.9078
125	0.9129833333333334
126	0.9081666666666667
127	0.9138166666666667
128	0.9091833333333333
129	0.9144833333333333
130	0.90985
131	0.9153833333333333
132	0.9108166666666667
133	0.9158
134	0.9115
135	0.9163833333333333
136	0.9122166666666667
137	0.9168833333333334
138	0.91285
139	0.9174833333333333
140	0.9135166666666666
141	0.91815
142	0.9140666666666667
143	0.91825
144	0.9147833333333333
145	0.9187833333333333
146	0.9153666666666667
147	0.9194666666666667
148	0.9159333333333334
149	0.9196833333333333
150	0.91645
151	0.9206833333333333
152	0.917
153	0.9214666666666667
154	0.9176333333333333
155	0.9219666666666667
156	0.91835
157	0.92245
158	0.9194333333333333
159	0.9233
160	0.9198333333333333
161	0.9239166666666667
162	0.9207166666666666
163	0.9244833333333333
164	0.9211
165	0.92505
166	0.9218833333333334
167	0.92575
168	0.92265
169	0.9266333333333333
170	0.9230666666666667
171	0.9269333333333334
172	0.9236666666666666
173	0.9273833333333333
174	0.9242166666666667
175	0.9269166666666667
176	0.9249333333333334
177	0.9254166666666667
178	0.9248666666666666
179	0.9229166666666667
180	0.9243833333333333
181	0.9214
182	0.9247166666666666
183	0.9215666666666666
184	0.9254333333333333
185	0.92215
186	0.9261666666666667
187	0.9229666666666667
188	0.92665
189	0.9238666666666666
190	0.9269333333333334
191	0.92445
192	0.9274333333333333
193	0.9250833333333334
194	0.9279166666666666
195	0.9257166666666666
196	0.9284166666666667
197	0.92625
198	0.92885
199	0.9266666666666666
200	0.92925
201	0.92715
202	0.9298333333333333
203	0.9276
204	0.9303166666666667
205	0.9283833333333333
206	0.9306166666666666
207	0.92875
208	0.9308833333333333
209	0.92915
210	0.9313
211	0.9297166666666666
212	0.9319
213	0.9302833333333334
214	0.9323
215	0.9308333333333333
216	0.9326666666666666
217	0.931
218	0.9331666666666667
219	0.9313166666666667
220	0.93335
221	0.9319
222	0.9337333333333333
223	0.93215
224	0.9341666666666667
