step	loss
0	2.2239797115325928
1	2.104285717010498
2	1.9559804201126099
3	1.8041764497756958
4	1.685926079750061
5	1.6247392892837524
6	1.4765872955322266
7	1.4288557767868042
8	1.2834300994873047
9	1.259346604347229
10	1.139343023300171
11	1.1327824592590332
12	1.0494229793548584
13	1.0435174703598022
14	0.9731049537658691
15	0.9626465439796448
16	0.9085749387741089
17	0.8964387774467468
18	0.852712094783783
19	0.8441545367240906
20	0.8103428483009338
21	0.8033801317214966
22	0.7754711508750916
23	0.770816445350647
24	0.7346062064170837
25	0.7336931824684143
26	0.6990624070167542
27	0.7020966410636902
28	0.6690720319747925
29	0.6715306639671326
30	0.6434995532035828
31	0.6462036371231079
32	0.6257001757621765
33	0.6245834231376648
34	0.6059944033622742
35	0.603761613368988
36	0.5861393809318542
37	0.5850961208343506
38	0.5682684183120728
39	0.5679656863212585
40	0.5530732274055481
41	0.5530916452407837
42	0.5378481149673462
43	0.5389387607574463
44	0.5236893892288208
45	0.5256868004798889
46	0.5108011364936829
47	0.5134142637252808
48	0.4991353154182434
49	0.5017069578170776
50	0.4883345365524292
51	0.49111518263816833
52	0.4783130884170532
53	0.480904221534729
54	0.469178706407547
55	0.4709489047527313
56	0.4602382183074951
57	0.46142837405204773
58	0.4517304301261902
59	0.45236068964004517
60	0.44364941120147705
61	0.44319948554039
62	0.4359995126724243
63	0.43471717834472656
64	0.4282730519771576
65	0.4266335070133209
66	0.42072153091430664
67	0.41925767064094543
68	0.4144859313964844
69	0.41111838817596436
70	0.408145546913147
71	0.40395107865333557
72	0.40237998962402344
73	0.39792025089263916
74	0.39875152707099915
75	0.3947604298591614
76	0.39344310760498047
77	0.3884121775627136
78	0.386866956949234
79	0.3823973536491394
80	0.3810833692550659
81	0.3780657947063446
82	0.3789512515068054
83	0.3800486922264099
84	0.374642550945282
85	0.37312474846839905
86	0.36933934688568115
87	0.36722591519355774
88	0.3645212948322296
89	0.3621751070022583
90	0.3604755997657776
91	0.35737425088882446
92	0.3561165928840637
93	0.3526705205440521
94	0.3516941964626312
95	0.3481936752796173
96	0.3475724756717682
97	0.3439309000968933
98	0.34364956617355347
99	0.33988457918167114
100	0.3398665487766266
101	0.3362184762954712
102	0.3361082077026367
103	0.33238837122917175
104	0.33245617151260376
105	0.3288228213787079
106	0.3290598392486572
107	0.3254077732563019
108	0.3258642256259918
109	0.32219141721725464
110	0.32272517681121826
111	0.3190702795982361
112	0.31965628266334534
113	0.31601306796073914
114	0.3166642189025879
115	0.3131564259529114
116	0.31378069519996643
117	0.3102494776248932
118	0.3109322488307953
119	0.3074513077735901
120	0.30801790952682495
121	0.30475133657455444
122	0.30528900027275085
123	0.3020224869251251
124	0.30260708928108215
125	0.29938796162605286
126	0.300071656703949
127	0.2968369424343109
128	0.29749730229377747
129	0.29423314332962036
130	0.29493337869644165
131	0.29178887605667114
132	0.2923581600189209
133	0.2894049286842346
134	0.29000476002693176
135	0.2871590256690979
136	0.28769633173942566
137	0.28506040573120117
138	0.2855197489261627
139	0.2828899621963501
140	0.28337445855140686
141	0.2809116542339325
142	0.28133997321128845
143	0.27893301844596863
144	0.27931153774261475
145	0.27685633301734924
146	0.27723583579063416
147	0.27486225962638855
148	0.27511292695999146
149	0.2729099988937378
150	0.2733134329319
151	0.270783007144928
152	0.2712400257587433
153	0.26862210035324097
154	0.2689778208732605
155	0.26659059524536133
156	0.26687848567962646
157	0.2645076513290405
158	0.26467812061309814
159	0.2622669041156769
160	0.2627234160900116
161	0.26016727089881897
162	0.2608097791671753
163	0.25808054208755493
164	0.2589116394519806
165	0.2558894753456116
166	0.2570599615573883
167	0.25373518466949463
168	0.2551669180393219
169	0.251442015171051
170	0.25304582715034485
171	0.24916864931583405
172	0.25094449520111084
173	0.2468136101961136
174	0.24871589243412018
175	0.24485769867897034
176	0.2474035769701004
177	0.24530911445617676
178	0.250206857919693
179	0.24896112084388733
180	0.2507399916648865
181	0.24972441792488098
182	0.2497933804988861
183	0.24741151928901672
184	0.24762019515037537
185	0.24502716958522797
186	0.2459235042333603
187	0.24278777837753296
188	0.24413955211639404
189	0.24070952832698822
190	0.24222446978092194
191	0.2387174516916275
192	0.24040985107421875
193	0.23694446682929993
194	0.23872417211532593
195	0.23517903685569763
196	0.23705916106700897
197	0.23359665274620056
198	0.23552073538303375
199	0.23192919790744781
200	0.23409327864646912
201	0.2303185760974884
